311	37.396903	-5.9969417
314	39.8411439	3.1347859
318	42.3462858	-3.6975195
319	40.4541657	-3.4554199
320	39.9336059	4.1398263
320	40.6600367	-4.0244612
320	39.4953224	-0.3717228
322	38.8412081	0.1116497
323	43.3393642	-1.7841055
324	36.718811	-4.4216323
325	36.718864	-4.4219875
325	39.5325243	2.7249079
326	42.5265409	-1.6747997
326	39.4711276	-0.3852425
326	40.0289424	-6.0885995
326	43.4286201	-7.3636831
327	40.4781815	-3.3730784
327	41.625959	-4.7722345
327	40.4152423	-3.7094369
328	41.6076314	-0.8896966
328	39.3302449	3.1687096
329	42.4932537	-8.86378
329	42.341576	-3.6988576
329	43.3408758	-1.7720182
330	37.8443301	-3.0672073
331	40.5748887	-3.925688
331	41.0864556	1.1539179
331	39.8131712	3.114429
331	41.3952738	2.1426322
331	41.5380596	2.21222
331	41.6724575	1.2746159
331	39.8417692	3.1323399
331	38.8409666	0.1103543
332	40.4629054	-3.7177055
333	38.8871395	1.4058799
333	36.0132174	-5.6030692
334	39.5765551	3.3770284
334	39.8412161	3.1345255
334	40.421862	-3.6958988
334	40.3619569	-1.143826
334	40.4589906	-3.4751266
334	40.9696102	-5.6738303
334	38.0106469	-0.6944023
334	41.3511244	2.0852676
334	41.3838423	2.1735741
335	37.8801208	-4.7754693
335	43.5437305	-6.5359503
335	43.3901413	-4.1084386
335	36.8328559	-3.9760169
335	41.2756542	1.9871123
336	40.4049129	-3.6959325
336	41.413863	-4.959784
336	39.9851216	4.013431
336	42.8775182	-8.5440767
336	43.3076037	-2.3873813
337	40.456645	-3.479999
337	42.5960921	-8.765714
337	40.4807198	-3.7057475
338	41.6253254	-4.7738813
338	40.4768078	-3.4789438
338	39.4675541	-6.3954344
338	39.6424655	2.6469254
338	40.4218624	-3.695912
338	40.4164136	-3.7051335
338	36.8288184	-2.4038983
338	42.2281247	-8.7305996
339	39.5649841	-0.5306992
339	40.4198943	-3.7012065
339	43.3556502	-8.4133675
339	36.1438488	-5.3530781
339	40.6574078	-4.0244601
340	37.8860146	-0.7547818
340	41.790005	-1.2158408
340	42.0837257	-6.6410019
340	42.8405133	-2.6891616
340	40.4800532	-3.7182267
340	41.4036688	2.1935252
340	42.6860536	-2.9471148
340	43.4627425	-3.8037495
340	37.3754188	-6.0519775
341	42.6054698	-0.1237101
341	40.4163679	-3.7054093
341	40.3522985	-3.7010387
341	40.4221621	-3.7092755
341	40.4466325	-3.4611681
341	41.2176782	1.7297589
341	38.8401865	0.1082962
341	42.9324122	-3.4866251
341	39.3608421	3.2098102
341	42.4794593	-3.7840254
342	43.0090511	-3.7403703
342	42.626739	1.12316
342	40.0583658	-0.8305511
342	39.4706827	-0.384957
342	43.3153709	-1.9008029
342	41.4301408	2.1780205
342	43.3600679	-8.4172605
343	41.43032	2.1813388
343	38.5769682	-0.1006198
343	40.4204597	-3.7052767
343	40.4758066	-3.4818917
343	37.0073704	-6.5644716
343	40.4524916	-3.6159955
344	40.4560205	-3.479575
344	39.8879045	4.2607741
344	42.1919487	0.3387088
344	40.4498251	-3.4662756
344	40.4780105	-3.3732399
344	39.3545113	3.1290529
344	39.8428296	3.1343215
344	38.8401332	0.108117
344	39.4831622	-0.4415793
344	38.8402859	0.108631
345	40.4044055	-3.6379803
345	43.0988043	-2.3814237
345	42.6278824	-0.1120311
345	38.9424299	1.2367007
345	36.4900201	-4.7108609
345	37.4053745	-5.9997832
345	40.9703276	-5.6747707
345	40.9703186	-5.675006
346	40.541369	-3.614612
346	40.3992546	-3.6055122
346	43.3223866	-3.0364963
346	41.6463791	-0.8849848
346	43.1832386	-2.2670027
346	37.3834744	-5.9732781
346	37.3927697	-5.9951989
346	42.2236029	2.8598609
346	36.6246196	-6.3632875
346	40.660045	-4.0260995
347	39.518782	2.7435899
347	37.1603141	-3.5924584
347	40.2876353	-4.0132581
347	40.4749153	-3.4814359
347	40.542986	-4.0127184
347	40.6196406	0.5923572
347	42.0519613	-6.6336605
347	36.6767383	-4.4921075
347	39.6876516	2.5149341
347	41.3820531	2.1722367
348	39.8417162	3.1328488
348	39.482856	-0.4419292
348	37.4877801	-5.9429272
349	40.4494675	-3.7394413
349	42.2809954	-8.7364187
349	42.5262885	-1.6752705
349	37.1080391	-3.6451679
349	39.4568881	-0.3454445
349	42.0512571	-6.6345148
349	36.7178391	-4.4240419
349	41.6722814	1.2743908
349	43.1369064	-2.4875978
349	38.8903668	1.4069694
349	40.1873539	-6.7831278
349	41.6463473	-0.8849584
349	40.4789229	-3.4005342
350	39.5714036	2.6474937
350	41.3894274	2.1791382
350	42.3603977	-3.6777326
350	40.54542	-3.6568738
350	43.4707748	-3.8030031
350	40.3150832	-3.8554092
350	40.6197072	0.5938143
350	38.0845917	-0.6515088
350	39.6578687	3.4403717
350	43.0612481	-2.4932141
350	40.3633032	-3.7384728
350	41.8787999	-8.8382817
350	36.7185452	-4.4213632
350	40.5411606	-3.612342
351	39.841551	3.1292661
351	41.4129607	1.9676985
351	41.6318279	-0.7521989
351	37.3230482	-6.6804439
351	40.4861194	-3.6897017
351	43.1832705	-2.4750952
351	40.451668	-3.46831
351	37.3913239	-5.9750621
351	43.3489959	-1.7864102
351	39.4329236	3.0185885
351	36.7500786	-4.0964719
351	43.3144939	-1.9001681
352	38.8414126	0.1117876
352	42.6898143	-8.4914619
352	42.4002245	-8.8064376
352	42.3436362	-3.7343477
352	39.4662207	-6.3804152
352	39.4823063	-0.4451973
352	41.5399288	2.2131878
352	41.5027129	2.1045026
352	37.38196	-5.9675278
352	40.4041321	-3.6961547
352	41.2662396	1.9429204
352	39.8410749	3.13515
352	40.4789531	-3.4005522
352	43.3080823	-4.2351389
352	36.5102545	-4.8906806
352	39.9391249	3.9574009
352	38.0627566	-6.6447353
352	40.4161712	-3.7057989
353	42.2282354	-8.7325215
353	40.5436739	-3.6924446
353	41.6463105	-0.8849279
353	41.6703264	1.2730311
353	39.4896152	2.4788706
353	40.4460642	-3.4838058
353	41.6738184	-4.7196836
