1110	37.5219399	-122.2525019
1118	38.6563631	-121.5106275
1122	37.7630605	-122.4240976
1126	37.8007163	-122.2164665
1128	37.7045903	-121.9269878
1131	37.2346155	-121.9629423
1131	38.0687242	-122.8063998
1135	37.7846363	-122.4080882
1136	37.5624142	-122.324572
1138	37.771082	-122.445368
1139	37.3233607	-122.0338953
1141	37.7888062	-122.4086533
1144	36.9656761	-122.0412972
1144	37.6512978	-121.8798932
1144	37.3586591	-122.0329659
1145	37.8704378	-122.2684
1146	36.9766445	-122.028169
1147	38.6563521	-121.5250495
1147	37.7859195	-122.4204003
1147	37.7859567	-122.4052986
1147	37.7180919	-122.4743198
1148	37.519972	-122.277041
1148	37.844031	-122.25152
1151	37.8680578	-122.2587606
1152	37.7925762	-122.4029694
1152	37.8107874	-122.2433454
1152	36.997576	-122.0559402
1153	37.8105657	-122.2676207
1153	37.387118	-121.991387
1154	37.8024601	-122.4029122
1154	37.7032423	-121.933502
1155	36.9702326	-122.0248905
1156	37.7901085	-122.400866
1157	37.4258974	-122.1467473
1157	37.7859655	-122.4185154
1157	37.8076629	-122.419476
1157	37.9007315	-122.3100452
1158	37.3686282	-122.0375293
1158	37.7935224	-122.4062338
1158	37.8572452	-122.2529651
1158	36.9765296	-121.970138
1160	37.9470339	-122.0599325
1160	37.9247498	-122.518174
1161	36.9892799	-121.9804682
1162	37.8086516	-122.4102665
1163	38.2512461	-122.6303963
1163	37.3766284	-122.0347494
1164	37.7922919	-122.394082
1164	37.8089395	-122.2673013
1164	37.790972	-122.4341258
1164	37.3447041	-121.9332197
1164	37.5657445	-122.322354
1164	37.8910564	-122.2800411
1165	36.9666422	-122.0079421
1167	37.4898761	-121.9289433
1167	37.7859466	-122.4202888
1167	37.2876008	-121.9340866
1167	37.3229944	-121.9594705
1167	37.361572	-122.0255567
1167	37.3540099	-122.0512727
1168	37.7647569	-122.4217024
1168	37.3537336	-121.9981127
1168	37.4491994	-122.1601254
1169	36.9642683	-122.0204383
1170	37.8006183	-122.4369573
1170	37.7660192	-122.428953
1170	37.776626	-122.3947838
1171	37.8107853	-122.2471542
1171	37.7636496	-122.2420419
1171	37.7808153	-122.4644224
1171	37.9501693	-121.959451
1171	37.800495	-122.436966
1171	37.292258	-121.992023
1171	36.9799442	-122.0211549
1172	37.7755612	-122.4975129
1172	38.2488195	-122.6229639
1172	37.323285	-122.03469
1173	37.4614162	-122.1593298
1173	37.7241479	-122.4350019
1174	37.7331211	-122.3915726
1174	37.3525747	-121.9997679
1174	36.9821472	-122.0292364
1175	37.6821153	-121.7750122
1175	37.8093038	-122.2665905
1175	37.5929226	-122.0433154
1175	37.871929	-122.271629
1176	37.3654473	-121.912892
1177	37.869062	-122.299925
1177	37.4462069	-122.1585216
1177	37.3787346	-122.1153891
1177	37.3718305	-122.0364225
1177	37.4777985	-122.2229236
1177	37.7927744	-122.4225935
1177	37.7907225	-122.4205738
1177	37.1259532	-122.1230816
1177	37.751289	-122.429784
1177	37.7673126	-122.4294971
1178	37.4146982	-122.0600731
1178	37.8083428	-122.2668293
1179	37.4701259	-122.2237249
1179	37.6936816	-121.9317607
1179	37.4853076	-122.2288381
1179	37.7882955	-122.4166247
1180	37.2495165	-121.843156
1180	37.7690673	-122.3897861
1180	38.5214584	-121.9702691
1180	37.0208111	-121.5600823
1180	37.891555	-122.2796258
1181	37.7333559	-122.3907541
1181	37.3505839	-121.9019601
1181	37.9738531	-122.5623802
1181	37.5547828	-121.9814489
1181	37.8034944	-122.2725912
1181	37.7682828	-122.3929457
1182	37.0465327	-122.0297415
1182	37.429715	-122.099886
1182	37.7915997	-122.3987965
1183	38.4228163	-121.4019666
1183	36.9643282	-122.0159394
1183	37.8719552	-122.2685759
1183	37.764931	-122.4232384
1183	37.77102	-122.4074739
1183	37.857262	-122.252783
1183	38.5672956	-121.4856532
1183	37.7923185	-122.3940464
1183	36.9762867	-122.050004
1183	37.716296	-122.4414251
1184	37.9740519	-122.5621093
1184	37.7787706	-122.3930945
1184	37.306287	-122.03192
1185	37.2915659	-121.9928497
1185	37.7855315	-122.4291459
1185	38.5320738	-121.4943199
1185	37.4239826	-122.1443246
1185	37.5872177	-122.0197208
1186	37.870752	-122.267338
1186	37.8697465	-122.2596842
1186	37.3754485	-122.0352018
1186	36.9636231	-122.0425474
1186	37.3228308	-121.9601799
1186	37.7887771	-122.411522
1186	37.8803736	-122.2695543
1187	37.7536227	-121.4729019
1187	37.9295157	-122.0404158
1188	37.7656639	-122.2428814
1188	37.8703777	-122.2664847
1188	37.3586138	-122.0329432
1188	38.634452	-121.5039548
1188	36.9603116	-122.0203379
1188	37.7682528	-122.4220877
1188	37.0517628	-122.0730133
1189	37.785916	-122.399563
1189	37.0262314	-121.564141
1190	37.8090794	-122.4119504
1191	37.0464378	-122.0297159
1191	37.2346335	-121.9631016
1191	37.8090198	-122.2635702
1191	37.8796839	-122.2695749
1191	37.518569	-122.277285
1191	37.7645943	-122.2423159
1192	37.8365469	-122.2949992
1192	37.9263402	-122.517703
1192	37.8086818	-122.2663658
1192	37.7983501	-122.4223774
1192	37.7957536	-122.4081187
1193	37.7784477	-122.4162551
